loan_id,issue_date,term_months,loan_amnt,interest_rate,grade,sub_grade,emp_length_years,annual_income,dti,state,home_ownership,purpose,application_type,verification_status,delinq_2yrs,inq_last_6m,open_acc,revol_util,revol_bal,total_acc,earliest_credit_line_year,fico_low,fico_high,pub_rec,mort_acc,pub_rec_bankruptcies,default,default_date,last_pymnt_date,recoveries,collection_recovery_fee
4299,2019-07-08,36,14200.0,16.11,D,D2,0,42100.0,19.66,MT,MORTGAGE,debt_consolidation,JOINT,Verified,0,1,7,50.8,16470.0,14,2013,658,678,0,0,0,1,2021-01-08,2021-02-08,779.97,155.33
4300,2022-06-30,36,11900.0,6.32,A,A5,6,103900.0,26.16,NJ,MORTGAGE,house,INDIVIDUAL,Source Verified,0,0,13,33.5,13480.0,18,2004,772,792,0,0,0,0,,2022-11-30,0.0,0.0
4301,2024-05-18,36,30000.0,15.76,C,C2,5,91700.0,16.06,CO,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,9,51.8,35060.0,15,1983,630,653,0,1,0,0,,2024-12-18,0.0,0.0
4302,2021-09-30,36,17000.0,12.89,C,C4,4,60600.0,17.06,FL,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,0,7,50.6,66190.0,19,2016,739,766,0,2,0,0,,2023-08-30,0.0,0.0
4303,2021-07-24,36,7000.0,13.69,D,D3,3,119100.0,8.47,RI,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,6,89.2,48650.0,14,1987,503,534,0,0,0,0,,2024-04-24,0.0,0.0
4304,2022-03-21,60,3500.0,14.42,C,C5,6,92500.0,14.76,SD,RENT,debt_consolidation,JOINT,Source Verified,0,3,15,55.5,16610.0,22,2010,680,710,0,0,0,1,2023-03-21,2025-11-21,195.65,20.59
4305,2020-08-26,36,13000.0,20.26,E,E1,0,80000.0,15.69,WA,MORTGAGE,debt_consolidation,JOINT,Source Verified,0,0,16,56.8,212590.0,19,1997,823,856,0,2,0,0,,2021-07-26,0.0,0.0
4306,2020-10-27,36,14300.0,15.03,E,E4,9,65500.0,16.09,UT,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,7,35.2,20460.0,17,1988,566,594,0,3,0,0,,2021-01-27,0.0,0.0
4307,2018-01-10,36,12000.0,14.94,D,D2,6,108300.0,23.67,FL,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,3,27.4,56420.0,8,1982,713,746,0,0,0,0,,2020-03-10,0.0,0.0
4308,2020-10-29,36,10200.0,16.86,E,E4,2,100200.0,10.94,TN,MORTGAGE,credit_card,INDIVIDUAL,Verified,2,2,7,76.4,29830.0,10,2000,727,757,0,0,0,0,,2022-07-29,0.0,0.0
4309,2021-08-27,60,15300.0,14.29,E,E1,4,56900.0,28.42,AK,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,2,11,62.8,85210.0,16,2009,709,738,0,0,0,0,,2024-04-27,0.0,0.0
4310,2022-01-04,36,6500.0,16.65,E,E2,5,103500.0,3.58,NH,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,5,9,77.2,25950.0,12,2016,679,684,0,2,0,0,,2024-01-04,0.0,0.0
4311,2018-07-09,36,9300.0,13.55,C,C5,0,46200.0,22.19,WY,MORTGAGE,home_improvement,INDIVIDUAL,Verified,1,1,12,59.1,129750.0,15,2002,600,626,0,1,0,0,,2020-06-09,0.0,0.0
4312,2021-10-17,36,8700.0,18.65,E,E2,8,75300.0,23.72,MT,RENT,debt_consolidation,INDIVIDUAL,Verified,1,1,5,18.8,36650.0,15,1991,680,709,0,2,0,0,,2024-01-17,0.0,0.0
4313,2018-05-27,36,13300.0,19.11,F,F2,9,82500.0,22.84,MN,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,3,11,73.4,13570.0,15,1997,634,645,0,1,1,1,2019-12-27,2019-09-27,346.23,76.36
4314,2020-10-01,36,9000.0,16.69,E,E1,6,55000.0,25.67,IA,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,5,84.7,41200.0,18,2006,700,729,0,3,0,0,,2022-06-01,0.0,0.0
4315,2018-07-07,60,14700.0,5.0,A,A2,9,71200.0,16.52,TN,RENT,credit_card,INDIVIDUAL,Not Verified,0,3,5,34.9,62920.0,8,2009,644,656,0,0,0,0,,2020-05-07,0.0,0.0
4316,2023-05-13,36,11900.0,14.7,D,D4,16,92400.0,26.77,FL,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,1,9,35.3,29640.0,12,1991,665,672,0,0,0,0,,2023-08-13,0.0,0.0
4317,2019-12-08,60,25200.0,6.3,A,A3,0,36500.0,13.16,HI,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,1,11,40.5,46520.0,16,1988,622,639,0,1,0,0,,2020-03-08,0.0,0.0
4318,2024-06-30,36,8100.0,15.53,D,D1,6,73200.0,13.75,LA,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,13,50.2,91460.0,18,2004,621,632,0,2,0,0,,2025-08-30,0.0,0.0
4319,2018-09-03,36,18000.0,20.41,F,F1,0,223700.0,32.48,WV,MORTGAGE,car,JOINT,Source Verified,1,5,5,41.2,14240.0,11,2000,779,787,1,0,0,0,,2020-02-03,0.0,0.0
4320,2020-10-10,60,4300.0,18.57,E,E1,12,42000.0,19.24,MT,OWN,credit_card,INDIVIDUAL,Verified,0,5,11,82.2,20210.0,15,1987,731,748,0,4,0,1,2022-03-10,2024-06-10,425.53,104.13
4321,2018-05-04,60,20700.0,12.93,C,C4,6,116600.0,24.66,DC,MORTGAGE,major_purchase,INDIVIDUAL,Not Verified,0,2,5,27.1,72200.0,10,1986,789,797,0,3,0,0,,2019-08-04,0.0,0.0
4322,2022-02-10,36,8200.0,13.36,C,C4,3,62800.0,21.47,VT,MORTGAGE,home_improvement,INDIVIDUAL,Source Verified,0,1,8,46.4,12770.0,11,1999,690,702,0,0,0,0,,2024-01-10,0.0,0.0
4323,2018-02-12,36,20700.0,6.65,B,B4,4,126800.0,23.06,SC,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,4,6,34.1,19560.0,9,1997,647,669,0,1,0,0,,2018-03-12,0.0,0.0
4324,2019-04-08,60,15700.0,14.05,D,D4,11,44400.0,3.96,DE,RENT,credit_card,INDIVIDUAL,Source Verified,0,1,9,56.1,36690.0,16,1999,623,648,1,0,0,1,2020-08-08,2021-06-08,2005.83,447.87
4325,2023-04-20,36,18600.0,13.18,C,C2,7,66400.0,20.63,DC,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,1,5,87.0,100600.0,13,2004,774,806,0,0,0,0,,2024-11-20,0.0,0.0
4326,2022-05-20,36,9900.0,8.98,B,B1,8,223200.0,18.11,TX,RENT,car,INDIVIDUAL,Source Verified,0,1,3,33.8,53850.0,11,1996,663,670,0,0,0,0,,2024-01-20,0.0,0.0
4327,2020-04-18,60,13700.0,10.08,B,B1,11,60200.0,24.81,NV,RENT,debt_consolidation,INDIVIDUAL,Not Verified,1,1,13,39.9,21660.0,19,2001,694,709,0,1,0,0,,2021-08-18,0.0,0.0
4328,2018-09-30,36,4800.0,9.21,B,B5,9,93700.0,12.43,NY,MORTGAGE,other,INDIVIDUAL,Verified,0,2,9,33.5,13980.0,15,1990,568,598,0,3,0,0,,2018-10-30,0.0,0.0
4329,2024-06-13,36,7900.0,22.59,G,G3,10,91800.0,26.35,CO,RENT,renewable_energy,INDIVIDUAL,Not Verified,1,0,11,71.3,37300.0,21,1999,716,740,0,2,0,1,2025-12-13,2025-10-13,701.3,96.5
4330,2022-10-04,36,6700.0,14.48,C,C2,5,21700.0,9.56,GA,OTHER,debt_consolidation,INDIVIDUAL,Not Verified,0,2,4,79.8,37940.0,8,2001,687,705,0,0,0,0,,2023-05-04,0.0,0.0
4331,2018-04-26,36,22200.0,17.02,D,D3,0,84600.0,14.84,WV,OTHER,debt_consolidation,INDIVIDUAL,Source Verified,0,3,10,76.0,32800.0,16,2012,741,769,0,4,0,0,,2019-03-26,0.0,0.0
4332,2018-04-26,60,17500.0,17.66,D,D2,6,33500.0,6.95,FL,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,7,44.1,47870.0,11,1996,696,710,0,0,0,0,,2021-05-26,0.0,0.0
4333,2021-08-14,36,33100.0,20.45,F,F2,3,93700.0,10.44,OR,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,3,45.8,30520.0,9,1985,743,772,0,2,0,0,,2022-10-14,0.0,0.0
4334,2024-10-28,60,12100.0,20.32,F,F2,9,70600.0,18.05,NM,RENT,car,INDIVIDUAL,Source Verified,0,1,8,48.5,63240.0,12,2008,672,681,0,1,0,0,,2025-08-28,0.0,0.0
4335,2021-08-24,36,22400.0,17.78,E,E1,0,35800.0,27.58,VT,MORTGAGE,small_business,INDIVIDUAL,Not Verified,0,3,7,69.2,21010.0,16,2006,761,767,0,1,0,1,2022-02-24,2023-08-24,2075.04,300.46
4336,2023-10-04,36,12400.0,7.91,B,B3,9,34400.0,18.24,VT,RENT,credit_card,JOINT,Verified,0,1,12,31.0,224850.0,17,2002,694,724,0,0,0,0,,2024-12-04,0.0,0.0
4337,2018-04-16,36,5400.0,17.81,E,E3,6,63600.0,9.01,NC,OWN,medical,INDIVIDUAL,Verified,0,0,10,57.3,17230.0,19,1998,634,663,0,3,0,0,,2019-12-16,0.0,0.0
4338,2019-09-21,60,8600.0,12.4,D,D4,7,259000.0,3.22,GA,RENT,medical,INDIVIDUAL,Not Verified,1,1,8,53.7,16800.0,11,2011,712,720,0,3,0,0,,2022-03-21,0.0,0.0
4339,2019-01-19,60,19000.0,8.95,B,B3,8,161600.0,22.72,AZ,RENT,credit_card,INDIVIDUAL,Source Verified,0,1,9,78.0,90740.0,17,1997,778,791,0,2,0,0,,2022-12-19,0.0,0.0
4340,2022-04-28,36,13500.0,12.51,D,D4,5,80600.0,13.4,WY,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,9,13.1,109810.0,19,1992,729,739,1,5,1,0,,2023-01-28,0.0,0.0
4341,2020-03-24,36,26000.0,14.61,D,D5,4,87900.0,14.33,ID,RENT,major_purchase,INDIVIDUAL,Verified,0,2,9,36.4,31860.0,16,1997,717,724,1,3,0,0,,2021-02-24,0.0,0.0
4342,2024-12-02,36,12900.0,5.0,A,A4,10,92100.0,25.54,NY,MORTGAGE,home_improvement,JOINT,Verified,0,2,11,53.0,32530.0,14,2017,699,720,0,2,0,0,,2027-08-02,0.0,0.0
4343,2018-08-05,60,7900.0,15.6,D,D2,8,49300.0,17.06,DC,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,3,10,41.0,65020.0,12,1991,777,802,0,0,0,0,,2021-06-05,0.0,0.0
4344,2019-12-03,36,15200.0,18.55,F,F1,8,45200.0,15.91,MI,RENT,car,INDIVIDUAL,Not Verified,0,0,15,59.1,98400.0,24,2012,741,767,0,6,0,1,2020-04-03,2022-01-03,1537.49,383.07
4345,2023-09-17,36,9100.0,14.35,E,E2,5,105700.0,19.13,AR,RENT,small_business,INDIVIDUAL,Not Verified,0,2,5,41.3,110950.0,12,1994,665,696,0,1,0,0,,2025-10-17,0.0,0.0
4346,2018-07-30,36,9800.0,9.67,B,B5,6,47500.0,28.37,MO,RENT,home_improvement,INDIVIDUAL,Source Verified,0,2,11,35.6,19650.0,16,2000,652,662,0,5,0,0,,2019-08-30,0.0,0.0
4347,2021-06-23,36,22300.0,16.44,E,E1,5,146100.0,19.78,ID,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,9,45.5,26260.0,17,1982,682,696,0,1,0,0,,2022-09-23,0.0,0.0
4348,2018-01-26,36,6700.0,13.89,C,C5,0,31400.0,2.88,OR,MORTGAGE,credit_card,JOINT,Source Verified,0,1,13,3.8,61570.0,19,1993,663,671,0,0,0,0,,2018-11-26,0.0,0.0
4349,2023-08-20,36,10500.0,20.97,F,F2,0,40300.0,12.27,IA,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,11,39.3,40140.0,18,2012,757,776,0,0,0,0,,2025-01-20,0.0,0.0
4350,2021-11-20,60,12100.0,5.0,A,A1,5,144200.0,16.01,MI,RENT,vacation,INDIVIDUAL,Not Verified,0,1,4,36.9,33600.0,8,1995,735,743,0,1,0,0,,2023-10-20,0.0,0.0
4351,2021-11-14,36,6600.0,5.0,A,A5,0,56500.0,24.04,NH,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,2,1,49.8,9090.0,13,2007,826,843,1,0,0,0,,2022-06-14,0.0,0.0
4352,2019-07-03,36,11200.0,13.6,D,D4,5,61900.0,9.3,NH,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,9,43.7,112940.0,13,2006,674,703,0,3,0,0,,2020-03-03,0.0,0.0
4353,2018-08-17,36,14200.0,12.16,D,D3,2,94400.0,19.04,AZ,RENT,debt_consolidation,JOINT,Source Verified,1,2,10,72.1,20770.0,14,2010,680,703,0,1,0,0,,2019-02-17,0.0,0.0
4354,2019-10-22,36,10500.0,15.08,D,D2,5,125200.0,17.43,RI,RENT,credit_card,INDIVIDUAL,Source Verified,0,1,9,73.8,8480.0,14,1984,631,641,0,2,0,1,2020-05-22,2021-01-22,388.26,45.08
4355,2024-12-15,60,19600.0,15.67,E,E4,6,92500.0,25.12,OH,RENT,debt_consolidation,JOINT,Not Verified,1,0,5,68.2,26820.0,10,2004,719,748,0,0,0,0,,2027-02-15,0.0,0.0
4356,2020-01-18,36,12500.0,20.08,F,F5,0,77500.0,11.02,NJ,OWN,medical,INDIVIDUAL,Verified,0,2,10,35.9,22990.0,18,1980,705,738,0,1,0,0,,2021-01-18,0.0,0.0
4357,2018-11-19,36,28400.0,13.04,D,D5,7,102800.0,19.17,UT,RENT,credit_card,INDIVIDUAL,Verified,0,1,5,77.5,55830.0,10,1990,698,707,1,2,0,0,,2020-01-19,0.0,0.0
4358,2024-07-16,36,23500.0,15.8,E,E1,4,82900.0,28.73,KY,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,13,14.8,21240.0,14,1995,755,788,0,1,0,0,,2025-09-16,0.0,0.0
4359,2020-07-31,36,12000.0,8.74,B,B4,0,120200.0,24.29,MN,OTHER,debt_consolidation,INDIVIDUAL,Source Verified,0,2,12,27.2,20400.0,17,2017,726,746,0,0,0,0,,2021-04-30,0.0,0.0
4360,2023-11-01,36,11600.0,23.86,F,F5,4,318500.0,22.19,PA,OWN,vacation,INDIVIDUAL,Verified,0,0,13,43.7,99710.0,18,2006,774,791,0,0,0,0,,2025-06-01,0.0,0.0
4361,2023-02-28,36,16900.0,18.42,E,E1,7,87400.0,15.83,WI,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,0,10,68.6,12490.0,11,2012,669,688,0,1,0,0,,2025-05-28,0.0,0.0
4362,2022-05-01,36,3100.0,17.53,E,E3,4,41200.0,19.06,SD,RENT,debt_consolidation,INDIVIDUAL,Verified,0,0,12,59.8,38490.0,16,2015,712,729,1,4,0,0,,2023-02-01,0.0,0.0
4363,2019-04-10,60,8300.0,10.77,C,C3,4,117200.0,17.21,MA,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,7,57.8,14220.0,10,1994,713,723,0,1,0,0,,2022-03-10,0.0,0.0
4364,2020-08-09,36,8400.0,19.45,F,F1,6,61100.0,24.0,HI,RENT,major_purchase,INDIVIDUAL,Not Verified,1,1,15,29.3,25690.0,23,1989,756,771,0,2,0,0,,2021-10-09,0.0,0.0
4365,2024-07-23,36,26500.0,18.05,D,D4,4,79700.0,21.69,CT,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,8,41.4,17330.0,14,2016,734,753,0,0,0,0,,2025-06-23,0.0,0.0
4366,2023-10-05,60,9000.0,16.56,E,E1,4,81000.0,13.61,UT,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,9,13.5,37170.0,12,2006,755,767,0,0,0,0,,2027-02-05,0.0,0.0
4367,2024-06-21,36,9000.0,13.59,D,D1,0,48100.0,30.22,MI,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,12,36.4,11240.0,20,1985,698,720,0,2,0,0,,2025-11-21,0.0,0.0
4368,2020-08-17,36,8400.0,9.79,B,B4,3,54000.0,26.43,HI,OWN,major_purchase,JOINT,Source Verified,0,0,10,50.9,45370.0,20,2011,717,736,0,0,0,1,2021-12-17,2022-09-17,496.06,69.53
4369,2019-05-19,36,8900.0,13.77,E,E3,13,18600.0,11.93,AZ,OTHER,debt_consolidation,INDIVIDUAL,Not Verified,0,2,10,10.7,11990.0,17,1989,754,771,0,0,0,0,,2021-08-19,0.0,0.0
4370,2018-01-20,36,7600.0,10.85,B,B5,6,62600.0,15.59,NC,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,11,62.1,6980.0,18,1993,696,712,0,2,0,0,,2018-05-20,0.0,0.0
4371,2023-03-28,36,11300.0,15.53,E,E3,7,90100.0,16.89,AL,OWN,home_improvement,INDIVIDUAL,Source Verified,0,1,9,68.7,12590.0,20,1983,686,692,0,1,0,0,,2024-05-28,0.0,0.0
4372,2020-10-01,36,19900.0,9.6,C,C4,3,66700.0,23.71,NE,RENT,home_improvement,INDIVIDUAL,Verified,0,2,6,40.0,38280.0,11,1984,594,604,0,0,0,1,2022-09-01,2022-10-01,2310.18,499.16
4373,2024-08-06,60,11100.0,11.13,B,B2,4,51400.0,12.34,OK,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,10,43.8,79030.0,18,1986,704,720,0,2,0,0,,2027-04-06,0.0,0.0
4374,2020-11-28,36,8500.0,5.67,A,A4,5,81400.0,13.32,MD,MORTGAGE,house,INDIVIDUAL,Source Verified,0,0,6,38.2,3120.0,12,1998,631,643,0,1,0,0,,2021-02-28,0.0,0.0
4375,2019-04-14,36,12400.0,16.13,E,E3,9,39400.0,24.15,CT,RENT,debt_consolidation,INDIVIDUAL,Verified,0,0,7,61.3,122920.0,14,1998,640,664,0,0,0,0,,2020-08-14,0.0,0.0
4376,2020-10-30,36,17800.0,15.73,E,E3,10,37000.0,21.91,WI,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,10,50.9,149180.0,17,1989,658,685,0,0,0,0,,2023-04-30,0.0,0.0
4377,2018-05-24,36,13500.0,11.98,C,C4,4,88400.0,4.36,AK,RENT,small_business,JOINT,Verified,0,2,6,5.3,40320.0,8,1982,622,650,1,2,0,0,,2020-08-24,0.0,0.0
4378,2024-04-28,36,11800.0,5.0,A,A4,5,91100.0,22.6,MA,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,10,51.9,117780.0,16,2004,721,732,0,2,0,0,,2026-07-28,0.0,0.0
4379,2020-05-23,36,9300.0,7.25,B,B4,5,87600.0,7.68,NH,OWN,debt_consolidation,INDIVIDUAL,Not Verified,0,0,12,51.8,12520.0,21,2012,628,633,0,2,0,0,,2023-02-23,0.0,0.0
4380,2023-08-26,36,8600.0,14.4,D,D3,9,56100.0,13.56,AK,RENT,small_business,INDIVIDUAL,Verified,0,3,6,38.9,33950.0,12,1990,703,736,0,1,0,0,,2025-01-26,0.0,0.0
4381,2019-04-27,60,18500.0,18.0,D,D1,7,120700.0,15.45,NM,OWN,credit_card,INDIVIDUAL,Verified,0,1,10,38.5,52540.0,14,2005,744,758,0,0,0,0,,2020-05-27,0.0,0.0
4382,2023-07-22,36,22100.0,10.04,C,C2,5,35700.0,14.72,NV,RENT,credit_card,INDIVIDUAL,Not Verified,1,3,17,47.5,30460.0,21,2012,743,759,0,2,0,0,,2025-06-22,0.0,0.0
4383,2023-02-25,60,33700.0,18.84,E,E1,10,56200.0,13.45,WI,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,6,37.2,7440.0,11,1999,711,721,0,1,0,0,,2026-03-25,0.0,0.0
4384,2022-05-18,60,9000.0,20.72,F,F3,8,99800.0,10.74,CO,RENT,credit_card,JOINT,Verified,0,1,9,56.0,132750.0,18,2006,833,848,0,0,0,1,2023-04-18,2023-10-18,166.88,40.65
4385,2021-05-02,36,10300.0,15.82,F,F1,2,106200.0,21.59,NM,MORTGAGE,small_business,INDIVIDUAL,Source Verified,0,5,5,31.7,30790.0,7,2006,695,721,0,0,0,0,,2022-03-02,0.0,0.0
4386,2022-05-28,60,11500.0,18.17,E,E4,6,43300.0,6.71,OK,MORTGAGE,other,INDIVIDUAL,Source Verified,0,0,1,26.7,7670.0,8,1983,553,565,0,0,0,0,,2024-02-28,0.0,0.0
4387,2022-09-26,60,7400.0,9.5,B,B5,5,215000.0,14.28,ID,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,7,39.7,9230.0,17,2012,690,699,0,1,0,0,,2026-02-26,0.0,0.0
4388,2023-11-08,36,11800.0,6.88,B,B4,2,61600.0,23.54,PA,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,1,7,69.8,23850.0,9,1989,570,594,0,0,0,0,,2026-05-08,0.0,0.0
4389,2018-09-14,60,5600.0,21.44,F,F2,5,69400.0,20.78,IL,OWN,debt_consolidation,INDIVIDUAL,Verified,0,0,13,23.7,54750.0,17,2015,655,660,0,3,0,0,,2021-05-14,0.0,0.0
4390,2021-02-03,36,13100.0,10.04,B,B4,10,113300.0,8.31,OH,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,0,15,25.3,186290.0,21,1986,667,674,0,2,0,0,,2021-05-03,0.0,0.0
4391,2021-11-04,36,22100.0,18.61,F,F5,10,155400.0,4.49,DC,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,0,5,69.0,34170.0,12,2017,707,741,1,4,0,1,2023-10-04,2024-03-04,1711.62,127.04
4392,2024-04-17,60,12800.0,15.68,D,D3,9,68400.0,10.38,RI,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,8,19.4,97940.0,16,1990,601,607,0,1,0,0,,2028-04-17,0.0,0.0
4393,2018-07-19,36,8400.0,21.04,F,F1,9,126200.0,2.75,AK,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,1,4,8,51.6,39100.0,17,1984,710,734,0,2,0,0,,2019-06-19,0.0,0.0
4394,2024-02-28,36,9300.0,17.1,D,D4,6,51500.0,18.64,AL,MORTGAGE,wedding,INDIVIDUAL,Source Verified,1,1,9,57.1,22980.0,19,2017,632,662,0,0,0,0,,2025-09-28,0.0,0.0
4395,2022-11-22,36,6900.0,9.31,B,B1,3,165700.0,14.78,KS,RENT,debt_consolidation,INDIVIDUAL,Verified,0,0,5,40.1,47330.0,11,1997,683,705,1,0,0,0,,2023-02-22,0.0,0.0
4396,2024-03-01,60,12200.0,12.62,C,C2,8,67600.0,15.32,CT,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,1,8,71.6,38160.0,18,1982,749,761,0,1,0,0,,2026-04-01,0.0,0.0
4397,2020-09-08,60,7200.0,16.8,E,E1,0,78700.0,21.57,VT,MORTGAGE,wedding,INDIVIDUAL,Source Verified,1,4,18,20.4,24520.0,25,1981,725,734,0,0,0,1,2020-12-08,2022-11-08,330.38,22.26
4398,2019-07-31,36,7200.0,11.8,C,C2,3,54700.0,24.12,AZ,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,2,11,43.8,13140.0,14,2016,713,731,0,1,0,0,,2020-08-31,0.0,0.0
4399,2021-08-17,60,7600.0,18.18,E,E2,10,74500.0,19.67,KS,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,1,4,84.4,76740.0,13,2011,668,686,0,0,0,1,2022-04-17,2024-08-17,820.29,193.12
4400,2018-02-06,36,12600.0,14.38,C,C4,4,44300.0,16.44,FL,OWN,debt_consolidation,INDIVIDUAL,Verified,0,2,13,55.5,42900.0,18,1988,772,780,0,0,0,0,,2020-09-06,0.0,0.0
4401,2024-12-15,36,10300.0,18.26,E,E5,8,63900.0,13.08,MO,RENT,credit_card,INDIVIDUAL,Source Verified,0,0,15,68.5,336350.0,23,1989,745,761,0,0,0,0,,2025-07-15,0.0,0.0
4402,2024-10-01,60,22200.0,18.52,E,E1,4,66800.0,15.54,VT,MORTGAGE,debt_consolidation,JOINT,Source Verified,0,0,8,34.7,11620.0,12,1986,648,655,0,1,0,0,,2027-02-01,0.0,0.0
4403,2018-06-05,60,6600.0,15.24,D,D2,8,37000.0,19.45,MN,MORTGAGE,major_purchase,INDIVIDUAL,Not Verified,0,3,7,43.6,29900.0,15,1982,841,869,0,3,1,0,,2022-05-05,0.0,0.0
4404,2023-01-18,36,23000.0,13.46,D,D2,0,48300.0,24.48,NH,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,3,5,36.4,104560.0,11,1992,760,786,0,2,0,0,,2024-05-18,0.0,0.0
4405,2020-09-12,36,21800.0,11.86,D,D2,11,20900.0,8.27,IA,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,5,32.0,28470.0,11,2016,544,576,0,4,0,0,,2022-05-12,0.0,0.0
4406,2020-09-27,60,11200.0,9.42,C,C3,1,33400.0,10.1,MT,RENT,debt_consolidation,INDIVIDUAL,Verified,0,3,1,37.2,154110.0,14,2001,632,664,0,3,0,0,,2021-09-27,0.0,0.0
4407,2021-07-01,60,4100.0,20.88,F,F1,0,65700.0,17.96,SD,RENT,medical,JOINT,Not Verified,0,1,10,67.6,48360.0,15,2006,657,687,0,2,0,0,,2024-01-01,0.0,0.0
4408,2022-03-04,36,8900.0,14.32,E,E1,10,112200.0,3.22,MA,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,3,9,62.8,13030.0,15,1991,698,712,0,2,0,0,,2022-09-04,0.0,0.0
4409,2019-08-06,36,9600.0,13.01,C,C2,5,54400.0,20.0,SD,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,7,69.9,98840.0,13,2016,665,699,0,1,0,0,,2020-08-06,0.0,0.0
4410,2020-04-08,60,7100.0,13.07,D,D1,4,65100.0,25.4,NC,RENT,debt_consolidation,INDIVIDUAL,Verified,0,4,9,66.4,4480.0,13,2004,744,758,0,1,1,0,,2023-12-08,0.0,0.0
4411,2020-01-27,60,11800.0,13.79,C,C1,12,125400.0,34.51,WI,RENT,major_purchase,INDIVIDUAL,Source Verified,0,2,18,40.5,35080.0,26,2012,714,744,0,1,0,0,,2024-01-27,0.0,0.0
4412,2021-02-09,36,14200.0,12.04,C,C3,8,104600.0,18.57,FL,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,1,14,52.4,16310.0,23,1992,726,757,0,1,0,1,2022-12-09,2022-02-09,1941.34,110.9
4413,2023-02-03,60,16200.0,11.71,D,D2,4,103800.0,24.02,CA,MORTGAGE,medical,INDIVIDUAL,Source Verified,0,2,10,68.8,22530.0,16,1988,765,776,0,0,0,0,,2024-03-03,0.0,0.0
4414,2023-11-08,60,14800.0,8.54,A,A1,5,70700.0,18.15,MO,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,7,65.8,34960.0,9,2017,686,696,0,1,0,0,,2024-07-08,0.0,0.0
4415,2023-09-13,60,12800.0,14.18,D,D5,10,50500.0,29.34,FL,MORTGAGE,medical,INDIVIDUAL,Source Verified,0,2,5,59.7,74190.0,10,1982,705,735,0,2,1,0,,2026-01-13,0.0,0.0
4416,2019-06-22,60,12700.0,19.22,F,F2,2,82300.0,15.04,OK,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,9,28.9,96370.0,13,2000,748,774,0,0,0,0,,2021-06-22,0.0,0.0
4417,2024-09-02,36,7100.0,11.11,B,B1,11,134000.0,20.31,OH,RENT,renewable_energy,JOINT,Not Verified,0,1,5,50.3,32780.0,12,1983,673,686,0,3,0,0,,2026-03-02,0.0,0.0
